graph_order,acronym,name_x,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh
225,L4b,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),,,DHBA:AA30066,,719,70,240,240,1,1,1
226,L5-6,layers L5-6 (infragranular cell layers) of NCx,,,DHBA:AA30067,,720,170,110,40,1,1,1
227,L5,layer 5 (inner pyramidal cell layer) of NCx,,,DHBA:AA30068,,721,60,180,75,1,1,1
228,L5a,layer 5a of NCx (superfical part of layer 5),,,DHBA:AA30069,,722,210,245,60,1,1,1
229,L5b,layer 5b of NCx (deep part of layer 5),,,DHBA:AA30070,,723,240,50,230,1,1,1
230,L6,layer 6 (polymorphic cell layer) of NCx,,,DHBA:AA30071,,724,240,50,230,1,1,1
231,L6a,layer 6a of NCx (superfical part of layer 6),,,DHBA:AA30072,,725,60,180,75,1,1,1
232,L6b,layer 6b of NCx (deep part of layer 6),,,DHBA:AA30073,,726,128,128,128,1,1,1
233,L7,layer 7 (subplate-derived cell layer) of NCx,,,DHBA:AA30074,,727,0,0,128,1,1,1
234,NCxDe,developing transient structures of neocortex,,,DHBA:AA30075,,728,230,25,75,1,1,1
235,SG,subpial granular zone of neocortex,subpial granular zone,SG,DHBA:11580,#81696B,729,230,25,75,1,1,1
236,MZ,marginal zone of neocortex,marginal zone,MZ,DHBA:10508,#DFCECE,730,230,25,75,1,1,1
237,CP,cortical plate of neocortex,cortical plate,CP,DHBA:10515,#81696B,731,240,50,230,1,1,1
238,CPo,outer cortical plate of neocortex,,,DHBA:AA30076,,732,250,190,212,1,1,1
239,CPi,inner cortical plate of neocortex,,,DHBA:AA30077,,733,170,255,195,1,1,1
240,SP,subplate (zone) of neocortex,subplate zone,SP,DHBA:10522,#DFCECE,734,0,0,128,1,1,1
241,IZ,intermediate zone of neocortex,intermediate zone,IZ,DHBA:10529,#EAE1E2,735,128,128,0,1,1,1
242,SZ,subventricular zone of neocortex,subventricular zone,SZ,DHBA:10536,#C6B2B1,736,255,250,200,1,1,1
243,SZof,outer fiber zone of SZ,,,DHBA:AA30078,,737,0,128,128,1,1,1
244,SZo,outer subventricular zone of neocortex,,,DHBA:AA30079,,738,245,130,48,1,1,1
245,SZi,inner ventricular zone of neocortex,,,DHBA:AA30080,,739,170,110,40,1,1,1
246,SZif,inner fiber zone of SZ,,,DHBA:AA30081,,740,230,25,75,1,1,1
247,VZ,ventricular zone of neocortex,ventricular zone,VZ,DHBA:10542,#81696B,741,210,245,60,1,1,1
248,VZo,outer ventricular zone of neocortex,,,DHBA:AA30082,,742,70,240,240,1,1,1
249,VZi,inner ventricular zone of neocortex,,,DHBA:AA30083,,743,210,245,60,1,1,1
250,NNC,non-neocortex (allocortex and periallocortex),,,DHBA:AA30084,,744,220,190,255,1,1,1
251,NNCSe,segmentation of non-neocortex,,,DHBA:AA30085,,745,128,128,128,1,1,1
252,HiF,hippocampal formation,hippocampal gyrus (formation),HiF,DHBA:12170,#AA9DC6,59,49,201,149,1,1,1
253,PArCx,periarchicortex (mesocortex),periarchicortex,PArCx,DHBA:10314,#D2BFB2,746,70,240,240,1,1,1
254,ERC,entorhinal cortex,entorhinal cortex,EC,DHBA:10317,#D2BFB2,747,128,128,0,1,1,1
255,LEC,lateral (rostral) entorhinal cortex,lateral (anterior) entorhinal cortex,LEC,DHBA:10318,#CBB7A8,748,255,225,25,1,1,1
256,EO,olfactory part of entorhinal cortex,olfactory part of entorhinal cortex,EO,DHBA:11371,#CBB7A8,749,128,128,0,1,1,1
257,ER,rostral part of entorhinal cortex,rostral part of entorhinal cortex,ER,DHBA:11381,#C1A68F,750,128,128,128,1,1,1
258,ELR,laterorostral part of entorhinal cortex,laterorostral part of entorhinal cortex,ELR,DHBA:11391,#CBB7A8,751,220,190,255,1,1,1
259,IEC,intermediate entorhinal cortex,,,DHBA:AA30086,,753,255,215,180,1,1,1
260,EMI,medial intermediate part of entorhinal cortex (Brodmann area 34),medial intermediate part of entorhinal cortex,EMI,DHBA:11401,#C1A68F,752,128,128,128,1,1,1
261,ELI,lateral intermediate part of entorhinal cortex,lateral intermediate part of entorhinal cortex,ELI,DHBA:11412,#CBB7A8,754,0,128,128,1,1,1
262,MEC,medial (caudal) entorhinal cortex,medial (posterior) entorhinal cortex,MEC,DHBA:10319,#CBB7A8,755,145,30,180,1,1,1
263,EC,caudal part of entorhinal cortex,entorhinal cortex,EC,DHBA:10317,#D2BFB2,756,255,225,25,1,1,1
264,ECL,caudal limiting part of entorhinal cortex,caudal limiting part of entorhinal cortex,ECL,DHBA:11434,#CBB7A8,757,255,250,200,1,1,1
265,ELC,laterocaudal part of entorhinal cortex,laterocaudal part of entorhinal cortex,ELC,DHBA:11445,#C1A68F,758,145,30,180,1,1,1
266,PaS,parasubiculum (parasubicular cortex),parasubicular cortex (parasubiculum),PaS,DHBA:10316,#C4AD9A,759,170,110,40,1,1,1
267,PaSr,rostral (ventral) parasubiculum,,,DHBA:AA30087,,760,255,225,25,1,1,1
268,PaSb,proximal (subdivision b) of PaSr,proximal parasubiculum,PaSb,DHBA:11359,#C4AD9A,761,0,128,128,1,1,1
269,PaSa,distal (subdivision a) of PaSr,distal parasubiculum,PaSa,DHBA:11365,#C4AD9A,762,255,215,180,1,1,1
270,PaSc,caudal (dorsal) parasubiculum (subdivision b only),,,DHBA:AA30088,,763,220,190,255,1,1,1
271,PrS,presubiculum (presubicular cortex),presubicular cortex (presubiculum),PrS,DHBA:10315,#C1A68F,764,145,30,180,1,1,1
272,PrSr,rostral (ventral) presubiculum,rostral presubiculum,PrSr,DHBA:11341,#C1A68F,765,255,225,25,1,1,1
273,PrSc,caudal (dorsal) presubiculum (postsubiculum),caudal presubiculum (postsubiculum),PrSc,DHBA:11350,#C1A68F,766,255,225,25,1,1,1
274,ArCx,archicortex,archicortex,ArCx,DHBA:10293,#D1CEE2,767,128,128,0,1,1,1
275,SB,subiculum proper (strictly defined subiculum),subiculum,S,DHBA:10302,#9988BB,768,250,190,212,1,1,1
276,SBu,uncal segment of subiculum,uncal subiculum,S-U,DHBA:266441407,#9988BB,769,70,240,240,1,1,1
277,SBmj,major segment of subiculum,,,DHBA:AA30089,,770,230,25,75,1,1,1
278,SBh,head part of subiculum,,,DHBA:AA30090,,771,245,130,48,1,1,1
279,SBb,body part of subiculum,rostral subiculum,S-R,DHBA:11309,#9988BB,772,128,128,128,1,1,1
280,SBt,tail part of subiculum,caudal subiculum,S-C,DHBA:11313,#9988BB,773,128,0,0,1,1,1
281,SBs,supracallosal subiculum,supracallosal subiculum,SuS,DHBA:11325,#7557A1,774,0,128,128,1,1,1
282,ProS,prosubiculum,prosubiculum,ProS,DHBA:10303,#AA9DC6,775,128,128,128,1,1,1
283,ProSu,uncal segment of prosubiculum,uncal prosubiculum,ProU,DHBA:266441423,#AA9DC6,776,128,128,128,1,1,1
284,ProSmj,major segment of prosubiculum,,,DHBA:AA30091,,777,70,240,240,1,1,1
285,ProSh,head part of prosubiculum,,,DHBA:AA30092,,778,255,225,25,1,1,1
286,ProSb,body part of prosubiculum,rostral prosubiculum,ProR,DHBA:11317,#AA9DC6,779,0,0,128,1,1,1
287,ProSt,tail part of prosubiculum,caudal prosubiculum,ProC,DHBA:11321,#AA9DC6,780,70,240,240,1,1,1
288,Hip,hippocampus,,,DHBA:AA30093,,781,230,25,75,1,1,1
289,CA,hippocampal proper (Cornu Ammonis),hippocampal proper,Hipp,DHBA:10296,#AA9DC6,782,170,110,40,1,1,1
290,CA1,CA1 region of hippocampus,CA1 region of Hipp,CA1,DHBA:10297,#AA9DC6,783,170,255,195,1,1,1
291,CA1rv,rostral (ventral) segment of CA1,uncal CA1,CA1U,DHBA:266441267,#AA9DC6,784,240,50,230,1,1,1
292,CA1v,vertical part of CA1,,,DHBA:AA30094,,785,245,130,48,1,1,1
293,CA1u,uncal part of CA1,,,DHBA:AA30095,,786,60,180,75,1,1,1
294,CA1mj,major segment of CA1,,,DHBA:AA30096,,787,145,30,180,1,1,1
295,CA1h,head part of CA1,,,DHBA:AA30097,,788,230,25,75,1,1,1
296,CA1b,body part of CA1,rostral CA1,CA1R,DHBA:11275,#AA9DC6,789,250,190,212,1,1,1
297,CA1t,tail part of CA1,caudal CA1,CA1C,DHBA:11280,#AA9DC6,790,0,0,128,1,1,1
298,CA2,CA2 region of hippocampus,CA2 region of Hipp,CA2,DHBA:10298,#9988BB,791,230,25,75,1,1,1
299,CA2rv,rostral (ventral) segment of CA2,uncal CA2,CA2U,DHBA:266441311,#9988BB,792,210,245,60,1,1,1
300,CA2v,vertical part of CA2,,,DHBA:AA30098,,793,170,255,195,1,1,1
301,CA2u,uncal part of CA2,,,DHBA:AA30099,,794,255,215,180,1,1,1
302,CA2mj,major segment of CA2,,,DHBA:AA30100,,795,240,50,230,1,1,1
303,CA2h,head part of CA2,,,DHBA:AA30101,,796,170,255,195,1,1,1
304,CA2b,body part of CA2,rostral CA2,CA2R,DHBA:11285,#9988BB,797,0,128,128,1,1,1
305,CA2t,tail part of CA2,caudal CA2,CA2C,DHBA:11290,#9988BB,798,210,245,60,1,1,1
306,CA3,CA3 region of hippocampus,CA3 region of Hipp,CA3,DHBA:10299,#9988BB,799,255,225,25,1,1,1
307,CA3rv,rostral (ventral) segment of CA3,uncal CA3,CA3U,DHBA:266441355,#9988BB,800,210,245,60,1,1,1
308,CA3v,vertical part of CA3,,,DHBA:AA30102,,801,220,190,255,1,1,1
309,CA3u,uncal part of CA3,,,DHBA:AA30103,,802,145,30,180,1,1,1
310,CA3mj,major segment of CA3,,,DHBA:AA30104,,803,0,0,128,1,1,1
311,CA3h,head part of CA3,,,DHBA:AA30105,,804,245,130,48,1,1,1
312,CA3b,body part of CA3,rostral CA3,CA3R,DHBA:11295,#9988BB,805,255,250,200,1,1,1
313,CA3t,tail part of CA3,caudal CA3,CA3C,DHBA:11301,#8A7AB1,806,170,255,195,1,1,1
314,CA4,CA4 region of hippocampus,CA4 region of Hipp,CA4,DHBA:10300,#AA9DC6,807,170,255,195,1,1,1
315,CA4rv,rostral (ventral) segment of CA4,,,DHBA:AA30106,,808,128,0,0,1,1,1
316,CA4mj,major segment of CA4,,,DHBA:AA30107,,809,60,180,75,1,1,1
317,CA4h,head part of CA4,,,DHBA:AA30108,,810,0,0,128,1,1,1
318,CA4b,body part of CA4,,,DHBA:AA30109,,811,255,250,200,1,1,1
319,CA4t,tail part of CA4,,,DHBA:AA30110,,812,240,50,230,1,1,1
320,CAx,remnant of hippocampal proper,,,DHBA:AA30111,,813,245,130,48,1,1,1
321,A33,pregenual area 33,,,DHBA:AA30776,,2325,170,110,40,1,1,1
322,IG,indusium griseum,indusium griseum,IG,DHBA:10304,#806BAA,814,250,190,212,1,1,1
323,FC,fasciola cinereum ,,,DHBA:AA30112,,815,210,245,60,1,1,1
324,A26,ectosplenial cortex (area 26),,,DHBA:AA30777,,2326,0,128,128,1,1,1
325,DG,dentate gyrus,dentate area (dentate gyrus),DG,DHBA:10295,#8A7AB1,816,70,240,240,1,1,1
326,DGrv,rostral (ventral) segment of dentate gyrus,uncal dentate gyrus,DGU,DHBA:266441247,#8A7AB1,817,245,130,48,1,1,1
327,DGv,vertical part of DG,,,DHBA:AA30113,,818,145,30,180,1,1,1
328,DGu,uncal part of DG,,,DHBA:AA30114,,819,0,128,128,1,1,1
329,DGmj,major segment of dentate gyrus,,,DHBA:AA30115,,820,245,130,48,1,1,1
330,DGh,head part of DG,,,DHBA:AA30116,,821,255,225,25,1,1,1
331,DGb,body part of DG,rostral dentate gyrus,DGR,DHBA:11265,#8A7AB1,822,255,215,180,1,1,1
332,DGt,tail part of DG,caudal dentate gyrus,DGC,DHBA:11270,#8A7AB1,823,245,130,48,1,1,1
333,OlfC,olfaction-related cortex,,,DHBA:AA30117,,824,60,180,75,1,1,1
334,PPalC,peripaleocortex,peripaleocortex,PPCx,DHBA:10327,#CBB7A8,87,210,245,60,1,1,1
335,Pir,piriform cortex,piriform cortex,Pir,DHBA:10311,#AA9DC6,95,78,209,40,1,1,1
336,PEA,piriform-entorhinal-amygdaloid area,piriform-entorhinal-amygdaloid area,PEA,DHBA:10312,#8A7AB1,825,220,190,255,1,1,1
337,TI,agranular temporal insular cortex (area TI),temporal agranular insular cortex (area TI),TI,DHBA:10330,#B5967F,90,6,164,248,1,1,1
338,PalC,paleocortex (semicortex),paleocortex (semicortex),PalCx,DHBA:10306,#BFB5D5,91,255,250,200,1,1,1
339,OB,olfactory bulb,olfactory bulb,OB,DHBA:10307,#D1CEE2,92,120,50,36,1,1,1
340,AOB,accessory olfactory bulb,,,DHBA:AA30118,,826,170,255,195,1,1,1
341,AON,anterior olfactory nuclear complex,anterior olfactory nucleus,AON,DHBA:10308,#AA9DC6,93,251,160,197,1,1,1
342,AONm,medial subdivision of anterior olfactory nucleus,,,DHBA:AA30119,,827,250,190,212,1,1,1
343,AONl,lateral subdivision of anterior olfactory nucleus,,,DHBA:AA30120,,828,128,0,0,1,1,1
344,AONc,caudal subdivision of anterior olfactory nucleus,,,DHBA:AA30121,,829,70,240,240,1,1,1
345,AONe,external subdivision of anterior olfactory nucleus,,,DHBA:AA30122,,830,70,240,240,1,1,1
346,TT,taenia tecta,taenia tectum,TT,DHBA:10305,#7557A1,831,240,50,230,1,1,1
347,TTd,dorsal division of taenia tecta,,,DHBA:AA30123,,832,255,215,180,1,1,1
348,TTv,ventral division of taenia tecta,,,DHBA:AA30124,,833,170,255,195,1,1,1
349,LOA,lateral olfactory area,lateral olfactory area,LOA,DHBA:146034694,#8A7AB1,94,100,4,138,1,1,1
350,LOAlc,lightly-stained cell islands of lateral olfactory area  ,lightly-stained cell islands of lateral olfactory area  ,LOAlc,DHBA:266441439,#AB9EC7,834,145,30,180,1,1,1
351,LOAdc,darkly-stained cell islands of lateral olfactory area,darkly-stained cell islands of lateral olfactory area,LOAdc,DHBA:266441443,#715398,835,255,225,25,1,1,1
352,NNCL,lamination of non-neocortex,,,DHBA:AA30125,,836,128,0,0,1,1,1
353,ERCl,lamination of entorhinal cortex,,,DHBA:AA30126,,837,255,250,200,1,1,1
354,ERC1,layer 1 (molecular layer) of ERC ,,,DHBA:AA30127,,838,255,250,200,1,1,1
355,ERC2,layer 2 (stellate cell layer) of ERC ,,,DHBA:AA30128,,839,0,130,200,1,1,1
356,ERC3,layer 3 (outer pyramidal cell layer) of ERC ,,,DHBA:AA30129,,840,250,190,212,1,1,1
357,ERC3a,layer 3a (superficial part) of ERC3,,,DHBA:AA30130,,841,210,245,60,1,1,1
358,ERC3b,layer 3b (deep part) of ERC3 ,,,DHBA:AA30131,,842,240,50,230,1,1,1
359,ERC4,layer 4 (lamina dessicans) of ERC (ld) ,,,DHBA:AA30132,,843,170,110,40,1,1,1
360,ERC5,layer 5 (inner pyramidal cell layer) of ERC ,,,DHBA:AA30133,,844,255,215,180,1,1,1
361,ERC6,layer 6 (polymorphic cell layer) of ERC ,,,DHBA:AA30134,,845,255,215,180,1,1,1
362,ERC6a,layer 6a (superficial part) of ERC6 ,,,DHBA:AA30135,,846,128,128,128,1,1,1
363,ERC6b,layer 6b (deep part) of ERC6 ,,,DHBA:AA30136,,847,255,225,25,1,1,1
364,ERC7,layer 7 (subplate-derived cell layer) of ERC ,,,DHBA:AA30137,,848,60,180,75,1,1,1
365,PSL,lamination of presubiculum and parasubiculum,,,DHBA:AA30138,,849,255,215,180,1,1,1
366,PS1,molecular layer of presubiculum and parasubiculum,,,DHBA:AA30139,,850,145,30,180,1,1,1
367,PSpr,principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30140,,851,170,255,195,1,1,1
368,PS2-3,superior principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30141,,852,170,255,195,1,1,1
369,PS5,deep principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30142,,853,128,128,128,1,1,1
370,PS6,polymorphic cell layer of presubiculum and parasubiculum,,,DHBA:AA30143,,854,220,190,255,1,1,1
371,PS7,subplate-derived cell layer of presubiculum and parasubiculum,,,DHBA:AA30144,,855,230,25,75,1,1,1
372,SBL,lamination of subiculum and prosubiculum,,,DHBA:AA30145,,856,170,255,195,1,1,1
373,SB1,molecular layer of subiculum and prosubiculum,,,DHBA:AA30146,,857,0,0,128,1,1,1
374,SBpy,pyramidal cell layer of subiculum and prosubiculum,,,DHBA:AA30147,,858,255,250,200,1,1,1
375,SBpo,polymorphic cell layer of subiculum and prosubiculum,,,DHBA:AA30148,,859,220,190,255,1,1,1
376,SB7,subplate-derived cell layer of subiculum and prosubiculum,,,DHBA:AA30149,,860,0,128,128,1,1,1
377,CAL,lamination of hippocampal proper,,,DHBA:AA30150,,861,250,190,212,1,1,1
378,CAml,stratum moleculare-lacunosum of CA,,,DHBA:AA30151,,862,0,128,128,1,1,1
379,CAm,stratum moleculare of CA,,,DHBA:AA30152,,863,230,25,75,1,1,1
380,CAl,stratum lacunosum of CA,,,DHBA:AA30153,,864,255,225,25,1,1,1
381,CAra,stratum radiatum of CA,,,DHBA:AA30154,,865,128,128,128,1,1,1
382,CAlu,stratum lucidum of CA,,,DHBA:AA30155,,866,0,128,128,1,1,1
383,CApy,stratum pyramidale of CA,,,DHBA:AA30156,,867,255,225,25,1,1,1
384,CAor,stratum oriens of CA,,,DHBA:AA30157,,868,255,250,200,1,1,1
385,DGL,lamination of dentate gyrus,,,DHBA:AA30158,,869,240,50,230,1,1,1
386,DGmo,molecular layer of DG,,,DHBA:AA30159,,870,245,130,48,1,1,1
387,DGgr,granular layer of DG,,,DHBA:AA30160,,871,230,25,75,1,1,1
388,DGsg,subgranular zone of DG,,,DHBA:AA30161,,872,210,245,60,1,1,1
389,DGpo,polymorphic layer of DG,,,DHBA:AA30162,,873,250,190,212,1,1,1
390,PPalL,lamination of peripaleocortex,,,DHBA:AA30163,,874,255,225,25,1,1,1
391,Palmo,molecular layer of paleocortex,,,DHBA:AA30164,,875,0,0,128,1,1,1
392,Palpr,principal cell layer of paleocortex,,,DHBA:AA30165,,876,250,190,212,1,1,1
393,Palpo,polymorphic cell layer of paleocortex,,,DHBA:AA30166,,877,128,128,128,1,1,1
394,Pal7,subplate-derived cell layer of subicular complex,,,DHBA:AA30167,,878,210,245,60,1,1,1
395,OBL,lamination of olfactory bulb,,,DHBA:AA30168,,879,128,0,0,1,1,1
396,OBon,olfactory nerve layer of olfactory bulb,,,DHBA:AA30169,,880,128,128,0,1,1,1
397,OBgl,glomerular layer of olfactory bulb,,,DHBA:AA30170,,881,0,128,128,1,1,1
398,OBep,external plexiform layer of olfactory bulb,,,DHBA:AA30171,,882,220,190,255,1,1,1
399,OBmi,mitral cell layer of olfactory bulb,,,DHBA:AA30172,,883,255,225,25,1,1,1
400,OBip,internal plexiform layer of olfactory bulb,,,DHBA:AA30173,,884,60,180,75,1,1,1
401,OBgr,granular cell layer of olfactory bulb,,,DHBA:AA30174,,885,250,190,212,1,1,1
402,AOBL,lamination of accessory olfactory bulb,,,DHBA:AA30175,,886,255,250,200,1,1,1
403,AOBgl,glomerular layer of accessory olfactory bulb,,,DHBA:AA30176,,887,255,225,25,1,1,1
404,AOBep,external plexiform layer of accessory olfactory bulb,,,DHBA:AA30177,,888,128,128,0,1,1,1
405,AOBmi,mitral cell layer of accessory olfactory bulb,,,DHBA:AA30178,,889,250,190,212,1,1,1
406,AOBgr,granular cell layer of accessory olfactory bulb,,,DHBA:AA30179,,890,255,250,200,1,1,1
407,NNCDe, developing transient structures of non-neocortex,,,DHBA:AA30180,,891,70,240,240,1,1,1
408,SGnn,subpial granular zone of non-neocortex,,,DHBA:AA30181,,892,245,130,48,1,1,1
409,MZnn,marginal zone of non-neocortex,,,DHBA:AA30182,,893,0,0,128,1,1,1
410,CPnn,cortical plate of non-neocortex,,,DHBA:AA30183,,894,220,190,255,1,1,1
411,SPnn,subplate (zone) of non-neocortex,,,DHBA:AA30184,,895,0,128,128,1,1,1
412,IZnn,intermediate zone of non-neocortex,,,DHBA:AA30185,,896,128,128,128,1,1,1
413,SZnn,subventricular zone of non-neocortex,,,DHBA:AA30186,,897,255,225,25,1,1,1
414,SZinn,inner subventricular zone of non-neocortex,,,DHBA:AA30187,,898,230,25,75,1,1,1
415,VZnn,ventricular zone of non-neocortex,,,DHBA:AA30188,,899,255,225,25,1,1,1
416,RMS,rostral migratory stream,rostral migratory stream,RMS,DHBA:10556,#A78D8D,900,128,128,0,1,1,1
417,RMSv,vertical portion of rostral migratory stream,vertical portion of rostral migratory stream,RMSv,DHBA:13198,#937B7C,901,255,225,25,1,1,1
418,RMSvv,VZ part of RMSv,VZ part of RMSv,RMSvv,DHBA:13315,#81696B,902,170,110,40,1,1,1
419,RMSvg,GE part of RMSv,GE part of RMSv,RMSvg,DHBA:13316,#81696B,903,0,128,128,1,1,1
420,RMSvs,SZ part of RMSv,SZ part of RMSv,RMSvs,DHBA:13317,#81696B,904,255,250,200,1,1,1
421,RMSh,horizontal portion of rostral migratory stream,horizontal portion of rostral migratory stream,RMSh,DHBA:13199,#8C7373,905,255,215,180,1,1,1
422,RMShv,VZ part of RMSh,VZ part of RMSh,RMShv,DHBA:13318,#775F5F,906,210,245,60,1,1,1
423,RMShg,GE part of RMSh,GE part of RMSh,RMShg,DHBA:13319,#775F5F,907,250,190,212,1,1,1
424,RMShs,SZ part of RMSh,SZ part of RMSh,RMShs,DHBA:13320,#775F5F,908,0,130,200,1,1,1
425,DNS,dentate neuroepithelial stem cell zone,,,DHBA:AA30189,,909,128,128,0,1,1,1
426,DHTC,dentatohippocampal transient cell zone,dentatohippocampal transient cell zone,DHTC,DHBA:13075,#C6B2B1,910,128,0,0,1,1,1
427,CalS,callosal sling,callosal sling,CalS,DHBA:13077,#CDBABA,911,210,245,60,1,1,1
428,OlfP,olfactory peduncle,olfactory peduncle,OlfP,DHBA:13079,#B69E9E,912,0,128,128,1,1,1
429,CN,cerebral nuclei,cerebral nuclei,CN,DHBA:10331,#D7E9C3,96,143,175,33,1,1,1
430,BG/BN,basal ganglia (basal nuclei),basal nuclei (basal ganglia),BN,DHBA:10332,#E2EACA,118,255,215,180,1,1,1
431,BGSe,segmentation of basal ganglia ,,,DHBA:AA30190,,913,70,240,240,1,1,1
432,STR,striatum (neostriatum),striatum,STR,DHBA:10333,#C1CEA7,119,4,131,89,1,1,1
433,STRsd,subdivisions of striatum,,,DHBA:AA30191,,914,230,25,75,1,1,1
434,DS,"dorsal striatum (caudate-putamen complex, CP)",,,DHBA:AA30192,,915,128,128,128,1,1,1
435,Ca,caudate nucleus,caudate nucleus,Ca,DHBA:10334,#99A677,120,143,76,167,1,1,1
436,CaH,head of caudate nucleus,head of caudate,CaH,DHBA:10335,#91A06E,121,234,87,119,1,1,1
437,CaHld,laterodorsal part of CaH,laterodorsal part of putamen,Pld,DHBA:11539,#A8B485,916,250,190,212,1,1,1
438,CaHmv,medioventral part of CaH,medioventral part of putamen,Pmv,DHBA:11541,#A8B485,917,240,50,230,1,1,1
439,CaB,body of caudate nucleus,body of caudate,CaB,DHBA:10336,#99A677,122,192,197,88,1,1,1
440,CaBld,laterodorsal part of CaB,laterodorsal part of putamen,Pld,DHBA:11539,#A8B485,918,128,0,0,1,1,1
441,CaBmv,medioventral part of CaB,medioventral part of putamen,Pmv,DHBA:11541,#A8B485,919,60,180,75,1,1,1
442,CaT,tail of caudate nucleus,tail of caudate,CaT,DHBA:10337,#91A06E,123,62,1,104,1,1,1
443,CaTd,dorsal part of CaT,,,DHBA:AA30193,,920,220,190,255,1,1,1
444,CaTv,ventral part of CaT,,,DHBA:AA30194,,921,70,240,240,1,1,1
445,Eca,peri-caudate ependymal and subependymal zone,peri-caudate ependymal and subependymal zone,Eca,DHBA:146034742,#99A677,922,0,128,128,1,1,1
446,Pu,putamen,putamen,Pu,DHBA:10338,#A8B485,124,129,142,200,1,1,1
447,PuR,rostral putamen,rostral putamen,PuR,DHBA:11537,#A8B485,125,166,31,121,1,1,1
448,PuRld,laterodorsal part of PuR,laterodorsal part of putamen,Pld,DHBA:11539,#A8B485,923,128,0,0,1,1,1
449,PuRmv,medioventral part of PuR,medioventral part of putamen,Pmv,DHBA:11541,#A8B485,924,128,0,0,1,1,1
450,IPAC,interstitial nucleus of posterior limb of anterior commissure (fundus of striatum),interstitial nucleus of posterior limb of anterior commissure,IPAC,DHBA:10388,#B8DDBB,117,107,252,210,1,1,1
