graph_order,uDHBA_id,uDHBA_acronym,uDHBA_name,DHBA_name,DHBA_acronym,DHBA_id,uDHBA_label_value,r,g,b,hierarchy and full names,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
160,DHBA:10263,PHR,posterior parahippocampal region (postrhinal cortex),posterior parahippocampal cortex,PPHC,10263,642,145,30,180,,,,,,,,,,,posterior parahippocampal region (postrhinal cortex),,,,,,,
161,DHBA:10264,TH,medial division of PHC (area TH),medial division of PPHC (area TH),TH,10264,643,255,250,200,,,,,,,,,,,,medial division of PHC (area TH),,,,,,
162,DHBA:10265,TL,intermediate division of PHC (area TL),lateral division of PPHC (area TL),TL,10265,644,170,255,195,,,,,,,,,,,,intermediate division of PHC (area TL),,,,,,
163,DHBA:10260,TF,lateral division of PHC (area TF),caudal division of MITC (area TF),TF,10260,645,255,225,25,,,,,,,,,,,,lateral division of PHC (area TF),,,,,,
164,DHBA:10261,TFO,medial temporal-occipital cortex (area TFO),medial temporal-occipital cortex (area TFO),TFO,10261,646,128,128,128,,,,,,,,,,,medial temporal-occipital cortex (area TFO),,,,,,,
165,DHBA:AA30026,TFOm,medial part of area TFO,,,,647,128,128,0,,,,,,,,,,,,medial part of area TFO,,,,,,
166,DHBA:AA30027,TFOl,lateral part of area TFO (fusiform face area),,,,648,60,180,75,,,,,,,,,,,,lateral part of area TFO (fusiform face area),,,,,,
167,DHBA:10266,A38,"temporal polar cortex (area TG, area 38)","temporal polar cortex (area TG, area 38)",A38,10266,649,128,0,0,,,,,,,,,,"temporal polar cortex (area TG, area 38)",,,,,,,,
168,DHBA:10268,OCx,occipital cortex,occipital neocortex,Ocx,10268,651,210,245,60,,,,,,,,,occipital cortex,,,,,,,,,
169,DHBA:13011,APr,area prostriata,area prostriata,Pro,13011,652,145,30,180,,,,,,,,,,area prostriata,,,,,,,,
170,DHBA:AA30028,APrD,dysgranular division of area prostriata,,,,2321,230,25,75,,,,,,,,,,,dysgranular division of area prostriata,,,,,,,
171,DHBA:AA30029,APrA,agranular division of area prostriata,,,,2322,0,0,128,,,,,,,,,,,agranular division of area prostriata,,,,,,,
172,DHBA:AA30030,V1,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",,,,653,255,215,180,,,,,,,,,,"primary visual cortex (first visual cortex, striate cortex, area 17, area OC)",,,,,,,,
173,DHBA:AA30031,V1ce,central representation of primary visual cortex,,,,654,255,250,200,,,,,,,,,,,central representation of primary visual cortex,,,,,,,
174,DHBA:AA30032,V1pe, peripheral representation of primary visual cortex,,,,655,0,130,200,,,,,,,,,,, peripheral representation of primary visual cortex,,,,,,,
175,DHBA:10270,ES,extrastriate occipital cortex,extrastriate occipital cortex,ESOC,10270,656,245,130,48,,,,,,,,,,extrastriate occipital cortex,,,,,,,,
176,DHBA:AA30822,ESdl,dorsolateral extrastriate occipital cortex,,,,2371,0,128,128,,,,,,,,,,,dorsolateral extrastriate occipital cortex,,,,,,,
177,DHBA:146034690,Vx,area x of visual cortex,area x of visual cortex,Vx,146034690,657,0,128,128,,,,,,,,,,,,area x of visual cortex,,,,,,
178,DHBA:AA30823,V2D,"dorsal secondary visual cortex (dorsal area 18, dorsal area OB, area 18a)",,,,2372,255,250,200,,,,,,,,,,,,"dorsal secondary visual cortex (dorsal area 18, dorsal area OB, area 18a)",,,,,,
179,DHBA:AA30824,V3D,third visual area V3D (dorsal) ,,,,2373,128,128,0,,,,,,,,,,,,third visual area V3D (dorsal) ,,,,,,
180,DHBA:AA30817,V3A,third visual area V3A (part A) ,,,,663,170,255,195,,,,,,,,,,,,third visual area V3A (part A) ,,,,,,
181,DHBA:267499095,V3B,third visual area V3B (part B) or dorsal prelunate area (DP) ,area V3B of peristriate cortex ,V3B,267499095,2374,0,128,128,,,,,,,,,,,,third visual area V3B (part B) or dorsal prelunate area (DP) ,,,,,,
182,DHBA:AA30825,V4D,fourth visual area V4D (dorsal) or dorsolateral visual cortex (DL),,,,2375,240,50,230,,,,,,,,,,,,fourth visual area V4D (dorsal) or dorsolateral visual cortex (DL),,,,,,
183,DHBA:AA30826,ESvm,ventromedial extrastriate occipital cortex,,,,2376,240,50,230,,,,,,,,,,,ventromedial extrastriate occipital cortex,,,,,,,
184,DHBA:AA30033,JxSt,juxtastriate cortex,,,,659,128,0,0,,,,,,,,,,,,juxtastriate cortex,,,,,,
185,DHBA:AA30827,V2V,"ventral secondary visual cortex (ventral area 18, ventral area OB, area 18b)",,,,2377,0,130,200,,,,,,,,,,,,"ventral secondary visual cortex (ventral area 18, ventral area OB, area 18b)",,,,,,
186,DHBA:10274,VP,ventral posterior area or third ventral visual area (V3V),area VP of peristriate cortex,VP,10274,2378,0,128,128,,,,,,,,,,,,ventral posterior area or third ventral visual area (V3V),,,,,,
187,DHBA:AA30036,V4V,ventral part of fourth visual area (V4V),,,,667,255,225,25,,,,,,,,,,,,ventral part of fourth visual area (V4V),,,,,,
188,DHBA:AA30818,V4T,transition part of fourth visual area (V4T),,,,665,170,110,40,,,,,,,,,,,,transition part of fourth visual area (V4T),,,,,,
189,DHBA:AA30828,VOT,ventral occipitotemporal area (VOT),,,,2379,250,190,212,,,,,,,,,,,,ventral occipitotemporal area (VOT),,,,,,
190,DHBA:AA30841,A18,"unspecified parastriate cortex (area 18, area OB, V2)",,,,2397,170,110,40,,,,,,,,,,,"unspecified parastriate cortex (area 18, area OB, V2)",,,,,,,
191,DHBA:AA30829,A19x,"unspecified peristriate cortex (area 19, area OA)",,,,2380,170,255,195,,,,,,,,,,,"unspecified peristriate cortex (area 19, area OA)",,,,,,,
192,DHBA:10288,ICx,insular cortex,insular neocortex,ICx,10288,670,255,250,200,,,,,,,,,insular cortex,,,,,,,,,
193,DHBA:10290,Ig,granular insular cortex (area Ig),granular insular cortex,Ig,10290,671,250,190,212,,,,,,,,,,granular insular cortex (area Ig),,,,,,,,
194,DHBA:15521,RIg,rostral granular insular cortex,rostral granular insular cortex,RIg,15521,672,0,130,200,,,,,,,,,,,rostral granular insular cortex,,,,,,,
195,DHBA:15522,CIg,caudal granular insular cortex,caudal granular insular cortex,CIg,15522,673,250,190,212,,,,,,,,,,,caudal granular insular cortex,,,,,,,
196,DHBA:10289,Idg,dysgranular insular cortex (area Idg),dysgranular insular cortex,Idg,10289,674,0,128,128,,,,,,,,,,dysgranular insular cortex (area Idg),,,,,,,,
197,DHBA:15513,RIdg,rostral dysgranular insular cortex,rostral dysgranular insular cortex,RIdg,15513,675,0,130,200,,,,,,,,,,,rostral dysgranular insular cortex,,,,,,,
198,DHBA:15514,CIdg,caudal dysgranular insular cortex,caudal dysgranular insular cortex,CIdg,15514,676,230,25,75,,,,,,,,,,,caudal dysgranular insular cortex,,,,,,,
199,DHBA:10328,Iag,agranular insular cortex (area Iag),agranular insular cortex (area Iag),Iag,10328,88,214,232,45,,,,,,,,,,agranular insular cortex (area Iag),,,,,,,,
200,DHBA:10329,FI,agranular frontal insular cortex (area FI),frontal agranular insular cortex (area FI),FI,10329,89,47,172,19,,,,,,,,,,agranular frontal insular cortex (area FI),,,,,,,,
201,DHBA:10277,CCx,cingulate cortex,cingulate neocortex,CCx,10277,677,220,190,255,,,,,,,,,cingulate cortex,,,,,,,,,
202,DHBA:10281,A25,subgenual (subcallosal) cingulate cortex (area 25),subgenual (subcallosal) division of MFC (area 25),A25,10281,678,128,128,0,,,,,,,,,,subgenual (subcallosal) cingulate cortex (area 25),,,,,,,,
203,DHBA:AA30037,A25r,rostrodorsal division of A25 (infralimbic cortex),,,,679,255,250,200,,,,,,,,,,,rostrodorsal division of A25 (infralimbic cortex),,,,,,,
204,DHBA:AA30038,A25c,caudoventral division of A25 (dorsal peduncular nucleus),,,,680,128,128,128,,,,,,,,,,,caudoventral division of A25 (dorsal peduncular nucleus),,,,,,,
205,DHBA:10280,A32,"pregenual cingulate  cortex (area 32, prelimbic cortex)",dorsorostral division of MFC (area 32),A32,10280,681,255,225,25,,,,,,,,,,"pregenual cingulate  cortex (area 32, prelimbic cortex)",,,,,,,,
206,DHBA:AA30039,A32d,dorsal division of area 32,,,,682,255,225,25,,,,,,,,,,,dorsal division of area 32,,,,,,,
207,DHBA:AA30040,A32v,ventral division of area 32,,,,683,255,250,200,,,,,,,,,,,ventral division of area 32,,,,,,,
208,DHBA:10278,ACC,anterior cingulate  cortex (ventromedial prefrontal cortex),anterior (rostral) cingulate (medial prefrontal) cortex,MFC,10278,684,0,130,200,,,,,,,,,,anterior cingulate  cortex (ventromedial prefrontal cortex),,,,,,,,
209,DHBA:10279,A24,"ventral division of ACC (area 24, area LA)",ventral division of MFC (area 24),A24,10279,685,240,50,230,,,,,,,,,,,"ventral division of ACC (area 24, area LA)",,,,,,,
210,DHBA:AA30041,A24c,dorsal division of area 24,,,,686,220,190,255,,,,,,,,,,,,dorsal division of area 24,,,,,,
211,DHBA:AA30042,A24b,intermediate division of area 24,,,,687,128,0,0,,,,,,,,,,,,intermediate division of area 24,,,,,,
212,DHBA:AA30043,A24a,ventral division of area 24,,,,688,0,0,128,,,,,,,,,,,,ventral division of area 24,,,,,,
213,DHBA:AA30044,M3,"dorsal division of ACC (rostral cingulate motor cortex, M3)",,,,689,220,190,255,,,,,,,,,,,"dorsal division of ACC (rostral cingulate motor cortex, M3)",,,,,,,
214,DHBA:10282,MCC,"midcingulate cortex (MCC, intermediate cingulate cortex)",midcingulate cortex,MCC,10282,690,245,130,48,,,,,,,,,,"midcingulate cortex (MCC, intermediate cingulate cortex)",,,,,,,,
215,DHBA:10283,A24i,ventral division of MCC (area 24i),ventral division of MCC (area 24mc),A24mc,10283,691,220,190,255,,,,,,,,,,,ventral division of MCC (area 24i),,,,,,,
216,DHBA:AA30045,A24ic,dorsal division of area 24i,,,,692,0,128,128,,,,,,,,,,,,dorsal division of area 24i,,,,,,
217,DHBA:AA30046,A24ib,intermediate division of area 24i,,,,693,170,110,40,,,,,,,,,,,,intermediate division of area 24i,,,,,,
218,DHBA:AA30047,A24ia,ventral division of area 24i,,,,694,0,128,128,,,,,,,,,,,,ventral division of area 24i,,,,,,
219,DHBA:AA30048,M4,"dorsal division of MCC (caudal cingulate motor cortex, M4)",,,,695,255,250,200,,,,,,,,,,,"dorsal division of MCC (caudal cingulate motor cortex, M4)",,,,,,,
220,DHBA:10285,PCC,posterior cingulate cortex (PCC),posterior (caudal) cingulate cortex,PCC,10285,696,0,128,128,,,,,,,,,,posterior cingulate cortex (PCC),,,,,,,,
221,DHBA:10286,A23,"ventral division of PCC (area 23, area LC2)",ventral division of PCC (area 23),A23,10286,697,0,128,128,,,,,,,,,,,"ventral division of PCC (area 23, area LC2)",,,,,,,
222,DHBA:AA30049,A23c,dorsal division of area 23,,,,698,0,0,128,,,,,,,,,,,,dorsal division of area 23,,,,,,
223,DHBA:AA30050,A23b,intermediate division of area 23,,,,699,0,128,128,,,,,,,,,,,,intermediate division of area 23,,,,,,
224,DHBA:AA30051,A23a,ventral division of area 23,,,,700,170,110,40,,,,,,,,,,,,ventral division of area 23,,,,,,
225,DHBA:10287,A31,"dorsal division of PCC (area 31, area LC1)",dorsal division of PCC (area 31),A31,10287,701,170,255,195,,,,,,,,,,,"dorsal division of PCC (area 31, area LC1)",,,,,,,
226,DHBA:10324,RSC,retrosplenial cortex,retrosplenial cortex,RSC,10324,702,250,190,212,,,,,,,,,,retrosplenial cortex,,,,,,,,
227,DHBA:10325,A29,"granular division of retrosplenial cortex (area 29, RSg)",area 29 of retrosplenial cortex,A29,10325,703,170,255,195,,,,,,,,,,,"granular division of retrosplenial cortex (area 29, RSg)",,,,,,,
228,DHBA:AA30052,A29l,lateral subdivision of area 29,,,,704,70,240,240,,,,,,,,,,,,lateral subdivision of area 29,,,,,,
229,DHBA:AA30053,A29m,medial subdivision of area 29,,,,705,128,0,0,,,,,,,,,,,,medial subdivision of area 29,,,,,,
230,DHBA:10326,A30,"agranular division of retrosplenial cortex (area 30, RSag)",area 30 of retrosplenial cortex,A30,10326,706,240,50,230,,,,,,,,,,,"agranular division of retrosplenial cortex (area 30, RSag)",,,,,,,
231,DHBA:AA30054,NCxL,lamination of neocortex,,,,707,128,0,0,,,,,,,,lamination of neocortex,,,,,,,,,,
232,DHBA:AA30055,L1,layer 1 (molecular layer) of NCx,,,,708,240,50,230,,,,,,,,,layer 1 (molecular layer) of NCx,,,,,,,,,
233,DHBA:AA30056,L23,layers L2-3 (supragranular cell layers) of NCx,,,,709,0,128,128,,,,,,,,,layers L2-3 (supragranular cell layers) of NCx,,,,,,,,,
234,DHBA:AA30057,L2,layer 2 (outer granular cell layer) of NCx,,,,710,128,128,0,,,,,,,,,,layer 2 (outer granular cell layer) of NCx,,,,,,,,
235,DHBA:AA30058,L3,layer 3 (outer pyramidal cell layer) of NCx,,,,711,0,130,200,,,,,,,,,,layer 3 (outer pyramidal cell layer) of NCx,,,,,,,,
236,DHBA:AA30059,L3a,layer 3a of NCx (superfical part of layer 3),,,,712,128,0,0,,,,,,,,,,,layer 3a of NCx (superfical part of layer 3),,,,,,,
237,DHBA:AA30060,L3b,layer 3b of NCx (deep part of layer 3),,,,713,128,128,128,,,,,,,,,,,layer 3b of NCx (deep part of layer 3),,,,,,,
238,DHBA:AA30061,L3u,unique layer 3 of primary visual cortex in primates,,,,714,255,250,200,,,,,,,,,,unique layer 3 of primary visual cortex in primates,,,,,,,,
239,DHBA:AA30062,L3b2,layer 3b2 of NCx (Brodmann's IVA),,,,715,255,215,180,,,,,,,,,,,layer 3b2 of NCx (Brodmann's IVA),,,,,,,
240,DHBA:AA30063,L3c,layer 3c of NCx  (Brodmann's IVB),,,,716,245,130,48,,,,,,,,,,,layer 3c of NCx  (Brodmann's IVB),,,,,,,
241,DHBA:AA30064,L4,"layer 4 (granular cell layer, inner granular cell layer) of NCx",,,,717,0,0,128,,,,,,,,,"layer 4 (granular cell layer, inner granular cell layer) of NCx",,,,,,,,,
242,DHBA:AA30065,L4a,layer 4a of NCx (superfical part of layer 4; Brodmann's IVCa) ,,,,718,70,240,240,,,,,,,,,,layer 4a of NCx (superfical part of layer 4; Brodmann's IVCa) ,,,,,,,,
243,DHBA:AA30066,L4b,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),,,,719,70,240,240,,,,,,,,,,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),,,,,,,,
244,DHBA:AA30067,L56,layers L5-6 (infragranular cell layers) of NCx,,,,720,170,110,40,,,,,,,,,layers L5-6 (infragranular cell layers) of NCx,,,,,,,,,
245,DHBA:AA30068,L5,layer 5 (inner pyramidal cell layer) of NCx,,,,721,60,180,75,,,,,,,,,,layer 5 (inner pyramidal cell layer) of NCx,,,,,,,,
246,DHBA:AA30069,L5a,layer 5a of NCx (superfical part of layer 5),,,,722,210,245,60,,,,,,,,,,,layer 5a of NCx (superfical part of layer 5),,,,,,,
247,DHBA:AA30070,L5b,layer 5b of NCx (deep part of layer 5),,,,723,240,50,230,,,,,,,,,,,layer 5b of NCx (deep part of layer 5),,,,,,,
248,DHBA:AA30071,L6,layer 6 (polymorphic cell layer) of NCx,,,,724,240,50,230,,,,,,,,,,layer 6 (polymorphic cell layer) of NCx,,,,,,,,
249,DHBA:AA30072,L6a,layer 6a of NCx (superfical part of layer 6),,,,725,60,180,75,,,,,,,,,,,layer 6a of NCx (superfical part of layer 6),,,,,,,
250,DHBA:AA30073,L6b,layer 6b of NCx (deep part of layer 6),,,,726,128,128,128,,,,,,,,,,,layer 6b of NCx (deep part of layer 6),,,,,,,
251,DHBA:AA30074,L7,layer 7 (subplate-derived cell layer) of NCx,,,,727,0,0,128,,,,,,,,,layer 7 (subplate-derived cell layer) of NCx,,,,,,,,,
252,DHBA:AA30075,NCxDe,developing transient structures of neocortex,,,,728,230,25,75,,,,,,,,developing transient structures of neocortex,,,,,,,,,,
253,DHBA:11580,SG,subpial granular zone of neocortex,subpial granular zone,SG,11580,729,230,25,75,,,,,,,,,subpial granular zone of neocortex,,,,,,,,,
254,DHBA:10508,MZ,marginal zone of neocortex,marginal zone,MZ,10508,730,230,25,75,,,,,,,,,marginal zone of neocortex,,,,,,,,,
255,DHBA:10515,CP,cortical plate of neocortex,cortical plate,CP,10515,731,240,50,230,,,,,,,,,cortical plate of neocortex,,,,,,,,,
256,DHBA:AA30076,CPo,outer cortical plate of neocortex,,,,732,250,190,212,,,,,,,,,,outer cortical plate of neocortex,,,,,,,,
257,DHBA:AA30077,CPi,inner cortical plate of neocortex,,,,733,170,255,195,,,,,,,,,,inner cortical plate of neocortex,,,,,,,,
258,DHBA:10522,SP,subplate (zone) of neocortex,subplate zone,SP,10522,734,0,0,128,,,,,,,,,subplate (zone) of neocortex,,,,,,,,,
259,DHBA:10529,IZ,intermediate zone of neocortex,intermediate zone,IZ,10529,735,128,128,0,,,,,,,,,intermediate zone of neocortex,,,,,,,,,
260,DHBA:10536,SZ,subventricular zone of neocortex,subventricular zone,SZ,10536,736,255,250,200,,,,,,,,,subventricular zone of neocortex,,,,,,,,,
261,DHBA:AA30078,SZof,outer fiber zone of SZ,,,,737,0,128,128,,,,,,,,,,outer fiber zone of SZ,,,,,,,,
262,DHBA:AA30079,SZo,outer subventricular zone of neocortex,,,,738,245,130,48,,,,,,,,,,outer subventricular zone of neocortex,,,,,,,,
263,DHBA:AA30080,SZi,inner subventricular zone of neocortex,,,,739,170,110,40,,,,,,,,,,inner subventricular zone of neocortex,,,,,,,,
264,DHBA:AA30081,SZif,inner fiber zone of SZ,,,,740,230,25,75,,,,,,,,,,inner fiber zone of SZ,,,,,,,,
265,DHBA:10542,VZ,ventricular zone of neocortex,ventricular zone,VZ,10542,741,210,245,60,,,,,,,,,ventricular zone of neocortex,,,,,,,,,
266,DHBA:AA30082,VZo,outer ventricular zone of neocortex,,,,742,70,240,240,,,,,,,,,,outer ventricular zone of neocortex,,,,,,,,
267,DHBA:AA30083,VZi,inner ventricular zone of neocortex,,,,743,210,245,60,,,,,,,,,,inner ventricular zone of neocortex,,,,,,,,
268,DHBA:AA30084,NNC,non-neocortex (allocortex and periallocortex),,,,744,220,190,255,,,,,,,non-neocortex (allocortex and periallocortex),,,,,,,,,,,
269,DHBA:AA30085,NNCR,regions of non-neocortex,,,,745,128,128,128,,,,,,,,regions of non-neocortex,,,,,,,,,,
270,DHBA:12170,HiF,hippocampal formation,hippocampal gyrus (formation),HiF,12170,59,49,201,149,,,,,,,,,hippocampal formation,,,,,,,,,
271,DHBA:10314,PArCx,periarchicortex (mesocortex),periarchicortex,PArCx,10314,746,70,240,240,,,,,,,,,,periarchicortex (mesocortex),,,,,,,,
272,DHBA:10317,ERC,entorhinal cortex,entorhinal cortex,EC,10317,747,128,128,0,,,,,,,,,,,entorhinal cortex,,,,,,,
273,DHBA:10318,LEC,lateral (rostral) entorhinal cortex,lateral (anterior) entorhinal cortex,LEC,10318,748,255,225,25,,,,,,,,,,,,lateral (rostral) entorhinal cortex,,,,,,
274,DHBA:11371,EO,olfactory part of entorhinal cortex,olfactory part of entorhinal cortex,EO,11371,749,128,128,0,,,,,,,,,,,,,olfactory part of entorhinal cortex,,,,,
275,DHBA:11381,ER,rostral part of entorhinal cortex,rostral part of entorhinal cortex,ER,11381,750,128,128,128,,,,,,,,,,,,,rostral part of entorhinal cortex,,,,,
276,DHBA:11391,ELR,laterorostral part of entorhinal cortex,laterorostral part of entorhinal cortex,ELR,11391,751,220,190,255,,,,,,,,,,,,,laterorostral part of entorhinal cortex,,,,,
277,DHBA:AA30086,EMI,medial intermediate part of entorhinal cortex (Brodmann area 34),,,,753,255,215,180,,,,,,,,,,,,,medial intermediate part of entorhinal cortex (Brodmann area 34),,,,,
278,DHBA:11401,IEC,intermediate entorhinal cortex,medial intermediate part of entorhinal cortex,EMI,11401,752,128,128,128,,,,,,,,,,,,intermediate entorhinal cortex,,,,,,
279,DHBA:11412,ELI,lateral intermediate part of entorhinal cortex,lateral intermediate part of entorhinal cortex,ELI,11412,754,0,128,128,,,,,,,,,,,,,lateral intermediate part of entorhinal cortex,,,,,
280,DHBA:10319,MEC,medial (caudal) entorhinal cortex,medial (posterior) entorhinal cortex,MEC,10319,755,145,30,180,,,,,,,,,,,,medial (caudal) entorhinal cortex,,,,,,
281,DHBA:10317,EC,caudal part of entorhinal cortex,entorhinal cortex,EC,10317,756,255,225,25,,,,,,,,,,,,,caudal part of entorhinal cortex,,,,,
282,DHBA:11434,ECL,caudal limiting part of entorhinal cortex,caudal limiting part of entorhinal cortex,ECL,11434,757,255,250,200,,,,,,,,,,,,,caudal limiting part of entorhinal cortex,,,,,
283,DHBA:11445,ELC,laterocaudal part of entorhinal cortex,laterocaudal part of entorhinal cortex,ELC,11445,758,145,30,180,,,,,,,,,,,,,laterocaudal part of entorhinal cortex,,,,,
284,DHBA:10316,PaS,parasubiculum (parasubicular cortex),parasubicular cortex (parasubiculum),PaS,10316,759,170,110,40,,,,,,,,,,,parasubiculum (parasubicular cortex),,,,,,,
285,DHBA:AA30087,PaSr,rostral (ventral) parasubiculum,,,,760,255,225,25,,,,,,,,,,,,rostral (ventral) parasubiculum,,,,,,
286,DHBA:11359,PaSb,proximal part (subdivision b) of PaSr,proximal parasubiculum,PaSb,11359,761,0,128,128,,,,,,,,,,,,,proximal part (subdivision b) of PaSr,,,,,
287,DHBA:11365,PaSa,distal part (subdivision a) of PaSr,distal parasubiculum,PaSa,11365,762,255,215,180,,,,,,,,,,,,,distal part (subdivision a) of PaSr,,,,,
288,DHBA:AA30088,PaSc,caudal (dorsal) parasubiculum (subdivision b only),,,,763,220,190,255,,,,,,,,,,,,caudal (dorsal) parasubiculum (subdivision b only),,,,,,
289,DHBA:10315,PrS,presubiculum (presubicular cortex),presubicular cortex (presubiculum),PrS,10315,764,145,30,180,,,,,,,,,,,presubiculum (presubicular cortex),,,,,,,
290,DHBA:11341,PrSr,rostral (ventral) presubiculum,rostral presubiculum,PrSr,11341,765,255,225,25,,,,,,,,,,,,rostral (ventral) presubiculum,,,,,,
291,DHBA:11350,PrSc,caudal (dorsal) presubiculum (postsubiculum),caudal presubiculum (postsubiculum),PrSc,11350,766,255,225,25,,,,,,,,,,,,caudal (dorsal) presubiculum (postsubiculum),,,,,,
292,DHBA:10293,ArCx,archicortex,archicortex,ArCx,10293,767,128,128,0,,,,,,,,,,archicortex,,,,,,,,
293,DHBA:10302,SB,subiculum proper (strictly defined subiculum),subiculum,S,10302,768,250,190,212,,,,,,,,,,,subiculum proper (strictly defined subiculum),,,,,,,
